ForecastID,ProductID,ProductName,ProductCategory,ForecastDate,ForecastPeriod,PredictedDemand,ConfidenceLevel,SeasonalMultiplier,TrendDirection,BaselineDemand,MethodUsed,ForecastHorizon,ActualDemand,AccuracyScore,CreatedBy,CreatedDate
168,2022,Fork Set,Kitchen,2026-05-31,Monthly,454,83.5,1.0,Stable,477,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
169,2031,Coffee Mug,Kitchen,2026-04-01,Monthly,568,79.39,1.1,Stable,493,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
170,2031,Coffee Mug,Kitchen,2026-04-01,Weekly,132,83.01,1.1,Stable,493,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
171,2031,Coffee Mug,Kitchen,2026-04-08,Weekly,132,81.18,1.1,Stable,493,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
172,2031,Coffee Mug,Kitchen,2026-04-15,Weekly,132,79.4,1.1,Stable,493,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
173,2031,Coffee Mug,Kitchen,2026-04-22,Weekly,132,82.07,1.1,Stable,493,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
174,2031,Coffee Mug,Kitchen,2026-05-01,Monthly,500,79.39,1.0,Stable,493,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
175,2031,Coffee Mug,Kitchen,2026-05-31,Monthly,493,79.39,1.0,Stable,493,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
176,2041,Serving Platter,Kitchen,2026-04-01,Monthly,443,85.89,1.1,Stable,418,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
177,2041,Serving Platter,Kitchen,2026-04-01,Weekly,103,88.21,1.1,Stable,418,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
178,2041,Serving Platter,Kitchen,2026-04-08,Weekly,103,90.88,1.1,Stable,418,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
179,2041,Serving Platter,Kitchen,2026-04-15,Weekly,103,87.1,1.1,Stable,418,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
180,2041,Serving Platter,Kitchen,2026-04-22,Weekly,103,83.96,1.1,Stable,418,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
181,2041,Serving Platter,Kitchen,2026-05-01,Monthly,416,85.89,1.0,Stable,418,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
182,2041,Serving Platter,Kitchen,2026-05-31,Monthly,413,85.89,1.0,Stable,418,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
183,2051,Ice Cream Bowl,Kitchen,2026-04-01,Monthly,232,92.36,1.1,Stable,205,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
184,2051,Ice Cream Bowl,Kitchen,2026-04-01,Weekly,53,95.17,1.1,Stable,205,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
185,2051,Ice Cream Bowl,Kitchen,2026-04-08,Weekly,53,88.43,1.1,Stable,205,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
186,2051,Ice Cream Bowl,Kitchen,2026-04-15,Weekly,53,89.6,1.1,Stable,205,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
187,2051,Ice Cream Bowl,Kitchen,2026-04-22,Weekly,53,87.57,1.1,Stable,205,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
188,2051,Ice Cream Bowl,Kitchen,2026-05-01,Monthly,214,92.36,1.0,Stable,205,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
189,2051,Ice Cream Bowl,Kitchen,2026-05-31,Monthly,202,92.36,1.0,Stable,205,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
190,2061,Mixing Bowl,Kitchen,2026-04-01,Monthly,426,93.87,1.1,Stable,401,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
191,2061,Mixing Bowl,Kitchen,2026-04-01,Weekly,99,90.88,1.1,Stable,401,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
192,2061,Mixing Bowl,Kitchen,2026-04-08,Weekly,99,97.22,1.1,Stable,401,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
193,2061,Mixing Bowl,Kitchen,2026-04-15,Weekly,99,96.78,1.1,Stable,401,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
194,2061,Mixing Bowl,Kitchen,2026-04-22,Weekly,99,89.69,1.1,Stable,401,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
195,2061,Mixing Bowl,Kitchen,2026-05-01,Monthly,404,93.87,1.0,Stable,401,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
196,2061,Mixing Bowl,Kitchen,2026-05-31,Monthly,410,93.87,1.0,Stable,401,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
197,2071,Baking Pan,Kitchen,2026-04-01,Monthly,504,91.76,1.1,Stable,442,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
198,2071,Baking Pan,Kitchen,2026-04-01,Weekly,117,93.71,1.1,Stable,442,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
199,2071,Baking Pan,Kitchen,2026-04-08,Weekly,117,88.92,1.1,Stable,442,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
200,2071,Baking Pan,Kitchen,2026-04-15,Weekly,117,92.93,1.1,Stable,442,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
201,2071,Baking Pan,Kitchen,2026-04-22,Weekly,117,92.93,1.1,Stable,442,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
202,2071,Baking Pan,Kitchen,2026-05-01,Monthly,444,91.76,1.0,Stable,442,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
203,2071,Baking Pan,Kitchen,2026-05-31,Monthly,421,91.76,1.0,Stable,442,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
204,2081,Food Storage Set,Kitchen,2026-04-01,Monthly,253,89.57,1.1,Stable,222,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
205,2081,Food Storage Set,Kitchen,2026-04-01,Weekly,58,86.96,1.1,Stable,222,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
206,2081,Food Storage Set,Kitchen,2026-04-08,Weekly,58,92.18,1.1,Stable,222,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
207,2081,Food Storage Set,Kitchen,2026-04-15,Weekly,58,92.96,1.1,Stable,222,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
208,2081,Food Storage Set,Kitchen,2026-04-22,Weekly,58,88.96,1.1,Stable,222,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
209,2081,Food Storage Set,Kitchen,2026-05-01,Monthly,211,89.57,1.0,Stable,222,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
210,2081,Food Storage Set,Kitchen,2026-05-31,Monthly,212,89.57,1.0,Stable,222,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
211,2091,Spatula,Kitchen,2026-04-01,Monthly,169,88.95,1.1,Stable,162,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
212,2091,Spatula,Kitchen,2026-04-01,Weekly,39,90.15,1.1,Stable,162,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
213,2091,Spatula,Kitchen,2026-04-08,Weekly,39,86.15,1.1,Stable,162,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
214,2091,Spatula,Kitchen,2026-04-15,Weekly,39,92.92,1.1,Stable,162,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
215,2091,Spatula,Kitchen,2026-04-22,Weekly,39,86.59,1.1,Stable,162,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
216,2091,Spatula,Kitchen,2026-05-01,Monthly,165,88.95,1.0,Stable,162,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
217,2091,Spatula,Kitchen,2026-05-31,Monthly,157,88.95,1.0,Stable,162,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
218,2101,Measuring Cup Set,Kitchen,2026-04-01,Monthly,179,79.63,1.1,Stable,162,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
219,2101,Measuring Cup Set,Kitchen,2026-04-01,Weekly,41,77.68,1.1,Stable,162,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
220,2101,Measuring Cup Set,Kitchen,2026-04-08,Weekly,41,83.18,1.1,Stable,162,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
221,2101,Measuring Cup Set,Kitchen,2026-04-15,Weekly,41,76.08,1.1,Stable,162,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
222,2101,Measuring Cup Set,Kitchen,2026-04-22,Weekly,41,78.81,1.1,Stable,162,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
223,2101,Measuring Cup Set,Kitchen,2026-05-01,Monthly,156,79.63,1.0,Stable,162,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
224,2101,Measuring Cup Set,Kitchen,2026-05-31,Monthly,159,79.63,1.0,Stable,162,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
225,2111,High-Speed Blender,Kitchen,2026-04-01,Monthly,173,75.78,1.1,Stable,158,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
226,2111,High-Speed Blender,Kitchen,2026-04-01,Weekly,40,76.49,1.1,Stable,158,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
227,2111,High-Speed Blender,Kitchen,2026-04-08,Weekly,40,77.87,1.1,Stable,158,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
228,2111,High-Speed Blender,Kitchen,2026-04-15,Weekly,40,78.69,1.1,Stable,158,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
229,2111,High-Speed Blender,Kitchen,2026-04-22,Weekly,40,80.43,1.1,Stable,158,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
230,2111,High-Speed Blender,Kitchen,2026-05-01,Monthly,151,75.78,1.0,Stable,158,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
231,2111,High-Speed Blender,Kitchen,2026-05-31,Monthly,155,75.78,1.0,Stable,158,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
232,2112,4-Slice Toaster,Kitchen,2026-04-01,Monthly,171,88.96,1.1,Stable,159,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
233,2112,4-Slice Toaster,Kitchen,2026-04-01,Weekly,39,85.25,1.1,Stable,159,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
234,2112,4-Slice Toaster,Kitchen,2026-04-08,Weekly,39,89.67,1.1,Stable,159,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
235,2112,4-Slice Toaster,Kitchen,2026-04-15,Weekly,39,93.4,1.1,Stable,159,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
236,2112,4-Slice Toaster,Kitchen,2026-04-22,Weekly,39,93.66,1.1,Stable,159,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
237,2112,4-Slice Toaster,Kitchen,2026-05-01,Monthly,166,88.96,1.0,Stable,159,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
238,2112,4-Slice Toaster,Kitchen,2026-05-31,Monthly,165,88.96,1.0,Stable,159,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
239,2121,Bamboo Cutting Board Set,Kitchen,2026-04-01,Monthly,190,75.27,1.1,Stable,167,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
240,2121,Bamboo Cutting Board Set,Kitchen,2026-04-01,Weekly,44,75.9,1.1,Stable,167,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
241,2121,Bamboo Cutting Board Set,Kitchen,2026-04-08,Weekly,44,77.04,1.1,Stable,167,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
242,2121,Bamboo Cutting Board Set,Kitchen,2026-04-15,Weekly,44,76.77,1.1,Stable,167,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
243,2121,Bamboo Cutting Board Set,Kitchen,2026-04-22,Weekly,44,71.18,1.1,Stable,167,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
244,2121,Bamboo Cutting Board Set,Kitchen,2026-05-01,Monthly,162,75.27,1.0,Stable,167,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
245,2121,Bamboo Cutting Board Set,Kitchen,2026-05-31,Monthly,159,75.27,1.0,Stable,167,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
246,3011,Alpine Pro Racing Skis - 170cm,Ski,2026-04-01,Monthly,15,76.37,0.8,Declining,19,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
247,3011,Alpine Pro Racing Skis - 170cm,Ski,2026-04-01,Weekly,3,72.8,0.8,Declining,19,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
248,3011,Alpine Pro Racing Skis - 170cm,Ski,2026-04-08,Weekly,3,78.53,0.8,Declining,19,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
249,3011,Alpine Pro Racing Skis - 170cm,Ski,2026-04-15,Weekly,3,76.57,0.8,Declining,19,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
250,3011,Alpine Pro Racing Skis - 170cm,Ski,2026-04-22,Weekly,3,78.38,0.8,Declining,19,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
251,3011,Alpine Pro Racing Skis - 170cm,Ski,2026-05-01,Monthly,11,76.37,0.6,Declining,19,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
252,3011,Alpine Pro Racing Skis - 170cm,Ski,2026-05-31,Monthly,11,76.37,0.6,Declining,19,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
253,3012,Mountain Master All-Terrain Skis - 165cm,Ski,2026-04-01,Monthly,18,79.07,0.8,Declining,23,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
254,3012,Mountain Master All-Terrain Skis - 165cm,Ski,2026-04-01,Weekly,4,82.93,0.8,Declining,23,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
255,3012,Mountain Master All-Terrain Skis - 165cm,Ski,2026-04-08,Weekly,4,75.22,0.8,Declining,23,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
256,3012,Mountain Master All-Terrain Skis - 165cm,Ski,2026-04-15,Weekly,4,74.12,0.8,Declining,23,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
257,3012,Mountain Master All-Terrain Skis - 165cm,Ski,2026-04-22,Weekly,4,78.0,0.8,Declining,23,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
258,3012,Mountain Master All-Terrain Skis - 165cm,Ski,2026-05-01,Monthly,13,79.07,0.6,Declining,23,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
259,3012,Mountain Master All-Terrain Skis - 165cm,Ski,2026-05-31,Monthly,14,79.07,0.6,Declining,23,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
260,3013,Beginner's Choice Alpine Skis - 160cm,Ski,2026-04-01,Monthly,16,87.92,0.8,Declining,21,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
261,3013,Beginner's Choice Alpine Skis - 160cm,Ski,2026-04-01,Weekly,3,87.41,0.8,Declining,21,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
262,3013,Beginner's Choice Alpine Skis - 160cm,Ski,2026-04-08,Weekly,3,90.59,0.8,Declining,21,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
263,3013,Beginner's Choice Alpine Skis - 160cm,Ski,2026-04-15,Weekly,3,83.44,0.8,Declining,21,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
264,3013,Beginner's Choice Alpine Skis - 160cm,Ski,2026-04-22,Weekly,3,85.25,0.8,Declining,21,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
265,3013,Beginner's Choice Alpine Skis - 160cm,Ski,2026-05-01,Monthly,12,87.92,0.6,Declining,21,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
266,3013,Beginner's Choice Alpine Skis - 160cm,Ski,2026-05-31,Monthly,12,87.92,0.6,Declining,21,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
267,3021,Nordic Classic XC Skis - 185cm,Ski,2026-04-01,Monthly,6,81.81,0.8,Declining,8,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
268,3021,Nordic Classic XC Skis - 185cm,Ski,2026-04-01,Weekly,1,77.33,0.8,Declining,8,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
269,3021,Nordic Classic XC Skis - 185cm,Ski,2026-04-08,Weekly,1,84.84,0.8,Declining,8,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
270,3021,Nordic Classic XC Skis - 185cm,Ski,2026-04-15,Weekly,1,76.91,0.8,Declining,8,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
271,3021,Nordic Classic XC Skis - 185cm,Ski,2026-04-22,Weekly,1,84.15,0.8,Declining,8,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
272,3021,Nordic Classic XC Skis - 185cm,Ski,2026-05-01,Monthly,4,81.81,0.6,Declining,8,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
273,3021,Nordic Classic XC Skis - 185cm,Ski,2026-05-31,Monthly,4,81.81,0.6,Declining,8,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
274,3022,Backcountry Explorer XC Skis - 190cm,Ski,2026-04-01,Monthly,5,82.89,0.8,Declining,7,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
275,3022,Backcountry Explorer XC Skis - 190cm,Ski,2026-04-01,Weekly,1,79.28,0.8,Declining,7,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
276,3022,Backcountry Explorer XC Skis - 190cm,Ski,2026-04-08,Weekly,1,80.75,0.8,Declining,7,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
277,3022,Backcountry Explorer XC Skis - 190cm,Ski,2026-04-15,Weekly,1,83.19,0.8,Declining,7,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
278,3022,Backcountry Explorer XC Skis - 190cm,Ski,2026-04-22,Weekly,1,82.26,0.8,Declining,7,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
279,3022,Backcountry Explorer XC Skis - 190cm,Ski,2026-05-01,Monthly,4,82.89,0.6,Declining,7,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
280,3022,Backcountry Explorer XC Skis - 190cm,Ski,2026-05-31,Monthly,4,82.89,0.6,Declining,7,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
281,3031,Pro Flex Racing Ski Boots,Ski,2026-04-01,Monthly,16,85.41,0.8,Declining,21,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
282,3031,Pro Flex Racing Ski Boots,Ski,2026-04-01,Weekly,3,89.46,0.8,Declining,21,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
283,3031,Pro Flex Racing Ski Boots,Ski,2026-04-08,Weekly,3,86.04,0.8,Declining,21,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
284,3031,Pro Flex Racing Ski Boots,Ski,2026-04-15,Weekly,3,85.43,0.8,Declining,21,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
285,3031,Pro Flex Racing Ski Boots,Ski,2026-04-22,Weekly,3,88.53,0.8,Declining,21,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
286,3031,Pro Flex Racing Ski Boots,Ski,2026-05-01,Monthly,12,85.41,0.6,Declining,21,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
287,3031,Pro Flex Racing Ski Boots,Ski,2026-05-31,Monthly,12,85.41,0.6,Declining,21,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
288,3032,Comfort Fit Recreational Boots,Ski,2026-04-01,Monthly,16,81.31,0.8,Declining,20,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
289,3032,Comfort Fit Recreational Boots,Ski,2026-04-01,Weekly,3,84.43,0.8,Declining,20,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
290,3032,Comfort Fit Recreational Boots,Ski,2026-04-08,Weekly,3,76.61,0.8,Declining,20,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
291,3032,Comfort Fit Recreational Boots,Ski,2026-04-15,Weekly,3,81.34,0.8,Declining,20,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
292,3032,Comfort Fit Recreational Boots,Ski,2026-04-22,Weekly,3,81.5,0.8,Declining,20,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
293,3032,Comfort Fit Recreational Boots,Ski,2026-05-01,Monthly,12,81.31,0.6,Declining,20,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
294,3032,Comfort Fit Recreational Boots,Ski,2026-05-31,Monthly,11,81.31,0.6,Declining,20,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
295,3033,Women's Performance Ski Boots,Ski,2026-04-01,Monthly,18,90.61,0.8,Declining,24,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
296,3033,Women's Performance Ski Boots,Ski,2026-04-01,Weekly,4,91.29,0.8,Declining,24,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
297,3033,Women's Performance Ski Boots,Ski,2026-04-08,Weekly,4,90.81,0.8,Declining,24,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
298,3033,Women's Performance Ski Boots,Ski,2026-04-15,Weekly,4,90.09,0.8,Declining,24,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
299,3033,Women's Performance Ski Boots,Ski,2026-04-22,Weekly,4,86.93,0.8,Declining,24,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
300,3033,Women's Performance Ski Boots,Ski,2026-05-01,Monthly,13,90.61,0.6,Declining,24,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
301,3033,Women's Performance Ski Boots,Ski,2026-05-31,Monthly,13,90.61,0.6,Declining,24,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
302,3041,Carbon Fiber Racing Poles - 120cm,Ski,2026-04-01,Monthly,5,93.84,0.8,Declining,7,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
303,3041,Carbon Fiber Racing Poles - 120cm,Ski,2026-04-01,Weekly,1,89.71,0.8,Declining,7,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
304,3041,Carbon Fiber Racing Poles - 120cm,Ski,2026-04-08,Weekly,1,97.11,0.8,Declining,7,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
305,3041,Carbon Fiber Racing Poles - 120cm,Ski,2026-04-15,Weekly,1,92.85,0.8,Declining,7,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
306,3041,Carbon Fiber Racing Poles - 120cm,Ski,2026-04-22,Weekly,1,89.75,0.8,Declining,7,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
307,3041,Carbon Fiber Racing Poles - 120cm,Ski,2026-05-01,Monthly,4,93.84,0.6,Declining,7,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
308,3041,Carbon Fiber Racing Poles - 120cm,Ski,2026-05-31,Monthly,4,93.84,0.6,Declining,7,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
309,3042,Aluminum All-Mountain Poles - 115cm,Ski,2026-04-01,Monthly,6,78.24,0.8,Declining,8,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
310,3042,Aluminum All-Mountain Poles - 115cm,Ski,2026-04-01,Weekly,1,82.13,0.8,Declining,8,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
311,3042,Aluminum All-Mountain Poles - 115cm,Ski,2026-04-08,Weekly,1,82.27,0.8,Declining,8,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
312,3042,Aluminum All-Mountain Poles - 115cm,Ski,2026-04-15,Weekly,1,74.62,0.8,Declining,8,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
313,3042,Aluminum All-Mountain Poles - 115cm,Ski,2026-04-22,Weekly,1,79.95,0.8,Declining,8,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
314,3042,Aluminum All-Mountain Poles - 115cm,Ski,2026-05-01,Monthly,4,78.24,0.6,Declining,8,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
315,3042,Aluminum All-Mountain Poles - 115cm,Ski,2026-05-31,Monthly,4,78.24,0.6,Declining,8,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
316,3051,Insulated Ski Jacket - Men's,Ski,2026-04-01,Monthly,15,94.49,0.8,Declining,18,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
317,3051,Insulated Ski Jacket - Men's,Ski,2026-04-01,Weekly,3,95.89,0.8,Declining,18,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
318,3051,Insulated Ski Jacket - Men's,Ski,2026-04-08,Weekly,3,91.47,0.8,Declining,18,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
319,3051,Insulated Ski Jacket - Men's,Ski,2026-04-15,Weekly,3,98.4,0.8,Declining,18,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
320,3051,Insulated Ski Jacket - Men's,Ski,2026-04-22,Weekly,3,96.3,0.8,Declining,18,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
321,3051,Insulated Ski Jacket - Men's,Ski,2026-05-01,Monthly,11,94.49,0.6,Declining,18,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
322,3051,Insulated Ski Jacket - Men's,Ski,2026-05-31,Monthly,10,94.49,0.6,Declining,18,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
323,3052,Thermal Base Layer Set - Women's,Ski,2026-04-01,Monthly,13,75.01,0.8,Declining,17,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
324,3052,Thermal Base Layer Set - Women's,Ski,2026-04-01,Weekly,3,79.3,0.8,Declining,17,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
325,3052,Thermal Base Layer Set - Women's,Ski,2026-04-08,Weekly,3,71.2,0.8,Declining,17,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
326,3052,Thermal Base Layer Set - Women's,Ski,2026-04-15,Weekly,3,72.67,0.8,Declining,17,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
327,3052,Thermal Base Layer Set - Women's,Ski,2026-04-22,Weekly,3,71.9,0.8,Declining,17,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
328,3052,Thermal Base Layer Set - Women's,Ski,2026-05-01,Monthly,10,75.01,0.6,Declining,17,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
329,3052,Thermal Base Layer Set - Women's,Ski,2026-05-31,Monthly,10,75.01,0.6,Declining,17,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
330,3053,Waterproof Ski Pants,Ski,2026-04-01,Monthly,12,92.52,0.8,Declining,16,Sales Velocity + Seasonal,30,,,system,2026-03-09 14:29:59
331,3053,Waterproof Ski Pants,Ski,2026-04-01,Weekly,2,95.76,0.8,Declining,16,Sales Velocity + Seasonal,7,,,system,2026-03-09 14:29:59
